"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LEPROT",0,1.99190752721958,0.525,0.146,0,"Mega","LEPROT"
"PKM1",0,1.97929003096265,0.788,0.598,0,"Mega","PKM"
"VDAC3",0,1.9737397229395,0.591,0.245,0,"Mega","VDAC3"
"ARF1",0,1.95139401156173,0.834,0.644,0,"Mega","ARF1"
"CAPN1",0,1.94539773045137,0.545,0.203,0,"Mega","CAPN1"
"MIR4435-2HG",0,1.9305504674524,0.502,0.13,0,"Mega","MIR4435-2HG"
"CDKN2D",0,1.92049010951623,0.582,0.264,0,"Mega","CDKN2D"
"NUTF2",0,1.91696715594409,0.562,0.263,0,"Mega","NUTF2"
"ASAH1",0,1.88259756044901,0.642,0.349,0,"Mega","ASAH1"
"TGFB1",0,1.87760855119766,0.729,0.44,0,"Mega","TGFB1"
"HACD41",0,1.85226676693295,0.577,0.267,0,"Mega","HACD4"
"MTPN",0,1.84210408346074,0.652,0.387,0,"Mega","MTPN"
"BIN2",0,1.83877595157841,0.799,0.557,0,"Mega","BIN2"
"EMC3",0,1.83588897432716,0.555,0.246,0,"Mega","EMC3"
"RAB37",0,1.80755395679567,0.51,0.154,0,"Mega","RAB37"
"TALDO11",0,1.8003936083297,0.754,0.453,0,"Mega","TALDO1"
"GLUL",0,1.77296378367064,0.51,0.228,0,"Mega","GLUL"
"SOD2",0,1.76483982122876,0.639,0.32,0,"Mega","SOD2"
"SQSTM1",0,1.76163577798328,0.652,0.436,0,"Mega","SQSTM1"
"CMTM6",0,1.7583679863405,0.595,0.334,0,"Mega","CMTM6"
"MKRN1",0,1.75007604163356,0.54,0.253,0,"Mega","MKRN1"
"CD991",0,1.73235215782389,0.896,0.705,0,"Mega","CD99"
"CAP1",0,1.71259614679914,0.744,0.526,0,"Mega","CAP1"
"RTN3",0,1.70337319604822,0.541,0.235,0,"Mega","RTN3"
"FKBP1A1",0,1.69320883251388,0.751,0.495,0,"Mega","FKBP1A"
"MOB1A",0,1.63677930947769,0.603,0.367,0,"Mega","MOB1A"
"TMEM50A",0,1.60097791807827,0.704,0.476,0,"Mega","TMEM50A"
"YPEL5",0,1.59594435843807,0.629,0.369,0,"Mega","YPEL5"
"SLC44A2",0,1.59579721433655,0.563,0.277,0,"Mega","SLC44A2"
"FTH11",0,1.58905886086008,0.999,0.98,0,"Mega","FTH1"
"RAB8A",0,1.56911118714544,0.519,0.25,0,"Mega","RAB8A"
"ARPC1B1",0,1.53927782944031,0.773,0.632,0,"Mega","ARPC1B"
"MAPRE2",0,1.48360633301037,0.504,0.233,0,"Mega","MAPRE2"
"HLA-E",0,1.48029309208388,0.957,0.959,0,"Mega","HLA-E"
"ARPC5",0,1.45651340360772,0.73,0.546,0,"Mega","ARPC5"
"SRGN",0,1.45400995018263,0.85,0.724,0,"Mega","SRGN"
"SAT1",0,1.44155075020005,0.835,0.599,0,"Mega","SAT1"
"UQCRH",0,1.34432339139599,0.778,0.661,0,"Mega","UQCRH"
"CCL51",0,1.21644894510081,0.916,0.414,0,"Mega","CCL5"
"HMGB1",0,1.14545355714351,0.851,0.807,0,"Mega","HMGB1"
"CMPK1",9.75426643363105e-301,1.33296379878991,0.508,0.26,2.72075753633271e-296,"Mega","CMPK1"
"RAB1B",4.37108716936597e-300,1.59507009978315,0.535,0.3,1.21922734415125e-295,"Mega","RAB1B"
"SH3BGRL3",1.54338034980634e-298,1.36656052570873,0.945,0.954,4.30495080971482e-294,"Mega","SH3BGRL3"
"ITGB1",2.87960327360102e-295,1.32553370578057,0.604,0.358,8.03207741105533e-291,"Mega","ITGB1"
"ACTB1",3.09171036370456e-288,1.36124847998104,0.988,0.996,8.62370771748114e-284,"Mega","ACTB"
"TPM3",4.33914721565035e-281,1.15838671290235,0.838,0.808,1.21031833286135e-276,"Mega","TPM3"
"ARL6IP5",3.47780642672922e-247,1.33315602136959,0.7,0.576,9.70064546607581e-243,"Mega","ARL6IP5"
"BNIP2",4.35100788796829e-236,1.49691720558427,0.51,0.304,1.213626630191e-231,"Mega","BNIP2"
"MT-ND2",2.65704306292287e-232,1.25572071810215,0.924,0.919,7.41129021541077e-228,"Mega","MT-ND2"
"CLIC11",2.61772984808642e-218,1.30339331245491,0.793,0.731,7.30163386526744e-214,"Mega","CLIC1"
"TMSB4X",5.31025545645323e-218,1.12601406011009,0.989,0.997,1.4811895544685e-213,"Mega","TMSB4X"
"NDUFS5",3.52080556696304e-213,1.28896793896507,0.67,0.564,9.82058296793001e-209,"Mega","NDUFS5"
"SUPT4H1",7.51715928731484e-211,1.39647688299015,0.531,0.347,2.09676124001073e-206,"Mega","SUPT4H1"
"GNAS",1.76045406383531e-208,1.32715831039158,0.593,0.431,4.91043452025584e-204,"Mega","GNAS"
"PLEK",5.53212532498732e-208,1.57010301300809,0.578,0.396,1.54307571689871e-203,"Mega","PLEK"
"SLC2A3",7.57368205230545e-200,1.59001898291408,0.515,0.324,2.11252713484956e-195,"Mega","SLC2A3"
"MYH9",4.13226087558951e-199,1.40242787341973,0.7,0.615,1.15261152602818e-194,"Mega","MYH9"
"DOK2",2.72599501818935e-194,1.24956471260183,0.548,0.366,7.60361790423557e-190,"Mega","DOK2"
"SERPINB1",4.27100780446991e-194,1.20560744214487,0.618,0.462,1.19131220690079e-189,"Mega","SERPINB1"
"ELF1",1.90839261900904e-193,1.96467779430554,0.564,0.421,5.3230795322019e-189,"Mega","ELF1"
"C9orf16",7.1276038887049e-184,1.19851210444028,0.64,0.531,1.98810255267646e-179,"Mega","C9orf16"
"GABARAPL2",5.51168796184226e-183,1.1772002921483,0.557,0.403,1.53737512319666e-178,"Mega","GABARAPL2"
"PAIP2",1.66967072971714e-180,1.29367986776522,0.592,0.461,4.65721256640001e-176,"Mega","PAIP2"
"PPDPF",2.27747758555568e-179,1.09092234994113,0.766,0.726,6.35256822939044e-175,"Mega","PPDPF"
"VAPA",2.00641672802604e-178,1.35605357154338,0.562,0.424,5.59649817948304e-174,"Mega","VAPA"
"WIPF1",8.9482408479454e-174,1.12743482709706,0.615,0.476,2.49593281971741e-169,"Mega","WIPF1"
"MBNL1",1.3884643590897e-173,1.23488765689349,0.701,0.652,3.8728436368089e-169,"Mega","MBNL1"
"NAA38",2.33615887115313e-168,1.36441792484584,0.516,0.361,6.51624793930743e-164,"Mega","NAA38"
"CCDC85B",5.36218125284796e-167,1.30129824657806,0.564,0.425,1.49567321685688e-162,"Mega","CCDC85B"
"MSN",2.46512746662495e-163,0.959922647415167,0.701,0.604,6.87598004265697e-159,"Mega","MSN"
"STXBP2",1.07190214077682e-154,0.89312169949206,0.537,0.34,2.98985664126877e-150,"Mega","STXBP2"
"ARHGDIB",1.7572115665336e-154,0.649508080594031,0.903,0.94,4.90139022253218e-150,"Mega","ARHGDIB"
"MYL6",1.1640059446516e-153,1.41385235716382,0.87,0.909,3.24676178141672e-149,"Mega","MYL6"
"ALDOA1",6.85348361021832e-149,0.840148406862277,0.727,0.637,1.9116421833982e-144,"Mega","ALDOA"
"CAPZB",7.31677114684598e-146,0.896877777783593,0.709,0.666,2.04086697598975e-141,"Mega","CAPZB"
"TUBA1B1",3.31660072512576e-144,1.220922266173,0.566,0.429,9.25099440259328e-140,"Mega","TUBA1B"
"PTP4A2",1.90152980730016e-143,1.04416509324091,0.583,0.459,5.30393709150234e-139,"Mega","PTP4A2"
"CD47",6.52045893666855e-142,1.27257702063465,0.639,0.582,1.81875161120496e-137,"Mega","CD47"
"SERF2",2.41125702487327e-136,0.81975857713837,0.927,0.961,6.725719219479e-132,"Mega","SERF2"
"RAC11",2.04980511409462e-134,1.07074430335583,0.595,0.47,5.71752140474411e-130,"Mega","RAC1"
"AP2M1",1.97096060399108e-132,1.0845636868321,0.533,0.416,5.49760041271231e-128,"Mega","AP2M1"
"SNX32",6.52330783254632e-121,1.10187926254343,0.528,0.411,1.81954625373214e-116,"Mega","SNX3"
"RHOA",1.66981233119936e-117,0.636203556930202,0.837,0.856,4.65760753541438e-113,"Mega","RHOA"
"PDGFA",1.73527727719036e-114,1.09757130069079,0.619,0.528,4.84020890926706e-110,"Mega","PDGFA"
"FKBP8",2.62939297107458e-99,1.03855318049944,0.536,0.452,7.33416581421832e-95,"Mega","FKBP8"
"EIF4G2",2.75519044460132e-96,0.93528866458424,0.584,0.53,7.68505270712647e-92,"Mega","EIF4G2"
"PARK7",2.39258880947367e-94,0.950674429309814,0.589,0.536,6.67364796626492e-90,"Mega","PARK7"
"TMEM219",6.57545912420088e-88,0.877021069296422,0.518,0.426,1.83409281351335e-83,"Mega","TMEM219"
"FLNA",1.96228031678173e-84,1.18073157279351,0.627,0.609,5.47338848759928e-80,"Mega","FLNA"
"MTRNR2L8",3.35254385948006e-76,1.28911770542149,0.817,0.835,9.35125058724772e-72,"Mega","MTRNR2L8"
"MTRNR2L1",6.40620251909655e-70,0.866479022546335,0.784,0.809,1.7868820686516e-65,"Mega","MTRNR2L1"
"BCAP31",1.13974099084906e-60,0.826598081032013,0.5,0.441,3.17907954577528e-56,"Mega","BCAP31"
"FYB11",4.38322099188813e-59,0.628515227720331,0.702,0.697,1.22261183126736e-54,"Mega","FYB1"
"TRAPPC1",2.15686419507231e-47,0.881016704732641,0.523,0.52,6.0161412993152e-43,"Mega","TRAPPC1"
"MORF4L1",1.65326385507481e-36,0.690165541366951,0.559,0.577,4.61144887096016e-32,"Mega","MORF4L1"
"MTRNR2L12",1.40351565833767e-35,0.589146704215949,0.987,0.997,3.91482622580126e-31,"Mega","MTRNR2L12"
"ACTG11",7.48232004324411e-31,0.587307645502222,0.86,0.929,2.08704352966208e-26,"Mega","ACTG1"
"PPP1R15A",1.54971782587136e-30,0.659748643216505,0.508,0.463,4.32262793170297e-26,"Mega","PPP1R15A"
"SH3BGRL",4.43710971277251e-26,0.759093048986343,0.505,0.535,1.23764301218364e-21,"Mega","SH3BGRL"
"ANP32B",5.33452681006913e-22,0.542985985080705,0.547,0.572,1.48795956313258e-17,"Mega","ANP32B"
"ATP6V0E1",2.20195454655123e-21,0.567136736530449,0.554,0.592,6.14191181669534e-17,"Mega","ATP6V0E1"
"ATP5MPL",6.46784354220026e-18,0.602887475671226,0.528,0.567,1.80407559922592e-13,"Mega","ATP5MPL"
"H3F3B",1.14894626142782e-13,0.737420235754269,0.829,0.951,3.20475580700062e-09,"Mega","H3F3B"
"BRK11",5.41733407829546e-13,0.535693242194364,0.51,0.558,1.51105699445895e-08,"Mega","BRK1"
"SRSF3",3.94407015364127e-05,0.659972068603945,0.364,0.503,1,"Mega","SRSF3"
"S100A8",0,6.63390141370042,0.964,0.121,0,"Mono/Macro","S100A8"
"S100A9",0,6.30927823827017,0.986,0.14,0,"Mono/Macro","S100A9"
"LYZ1",0,4.42381462326115,0.977,0.087,0,"Mono/Macro","LYZ"
"FCN1",0,4.11844500664846,0.965,0.035,0,"Mono/Macro","FCN1"
"S100A12",0,4.02194027962179,0.796,0.02,0,"Mono/Macro","S100A12"
"CST31",0,3.93155188910752,0.989,0.11,0,"Mono/Macro","CST3"
"VCAN",0,3.6521102164725,0.858,0.039,0,"Mono/Macro","VCAN"
"AIF11",0,3.61200133974161,0.975,0.143,0,"Mono/Macro","AIF1"
"SERPINA1",0,3.44191219349436,0.912,0.027,0,"Mono/Macro","SERPINA1"
"LST11",0,3.37860598102501,0.943,0.086,0,"Mono/Macro","LST1"
"IFITM31",0,3.16991959186273,0.864,0.295,0,"Mono/Macro","IFITM3"
"CTSS",0,3.13462987576417,0.976,0.344,0,"Mono/Macro","CTSS"
"TYMP1",0,3.0652134633301,0.919,0.15,0,"Mono/Macro","TYMP"
"FTL",0,3.05948201867318,1,0.979,0,"Mono/Macro","FTL"
"CD14",0,2.94213640461041,0.794,0.014,0,"Mono/Macro","CD14"
"MNDA1",0,2.93451155639836,0.859,0.036,0,"Mono/Macro","MNDA"
"TYROBP",0,2.91473984931659,0.996,0.285,0,"Mono/Macro","TYROBP"
"SPI11",0,2.88829277953741,0.885,0.057,0,"Mono/Macro","SPI1"
"PSAP1",0,2.87185097355785,0.974,0.506,0,"Mono/Macro","PSAP"
"MS4A6A1",0,2.77796345980633,0.823,0.025,0,"Mono/Macro","MS4A6A"
"S100A111",0,2.76110315390755,0.98,0.42,0,"Mono/Macro","S100A11"
"S100A61",0,2.73194069123021,0.998,0.846,0,"Mono/Macro","S100A6"
"FCER1G1",0,2.72104647334485,0.965,0.176,0,"Mono/Macro","FCER1G"
"CFD",0,2.70665807234856,0.782,0.022,0,"Mono/Macro","CFD"
"GRN1",0,2.69258713935719,0.881,0.119,0,"Mono/Macro","GRN"
"CSTA1",0,2.62360494316102,0.826,0.019,0,"Mono/Macro","CSTA"
"CD68",0,2.59485123163515,0.821,0.04,0,"Mono/Macro","CD68"
"SAT11",0,2.56506291433526,0.952,0.477,0,"Mono/Macro","SAT1"
"NEAT1",0,2.48723229609792,0.94,0.436,0,"Mono/Macro","NEAT1"
"CYBB",0,2.38371975707647,0.792,0.054,0,"Mono/Macro","CYBB"
"COTL11",0,2.32505567862684,0.951,0.381,0,"Mono/Macro","COTL1"
"TSPO1",0,2.31892212982403,0.934,0.433,0,"Mono/Macro","TSPO"
"LGALS31",0,2.30609885602543,0.811,0.105,0,"Mono/Macro","LGALS3"
"CSF3R",0,2.29739389157126,0.721,0.021,0,"Mono/Macro","CSF3R"
"FTH12",0,2.26833037418611,0.998,0.974,0,"Mono/Macro","FTH1"
"TKT1",0,2.21568814510211,0.901,0.317,0,"Mono/Macro","TKT"
"STXBP21",0,2.21040465792033,0.804,0.177,0,"Mono/Macro","STXBP2"
"LGALS21",0,2.2073612739765,0.583,0.018,0,"Mono/Macro","LGALS2"
"NCF21",0,2.15453021555194,0.729,0.027,0,"Mono/Macro","NCF2"
"CFP1",0,2.15183174293724,0.752,0.047,0,"Mono/Macro","CFP"
"FGL21",0,2.14572094982193,0.755,0.063,0,"Mono/Macro","FGL2"
"NCF11",0,2.12179271242849,0.799,0.199,0,"Mono/Macro","NCF1"
"CEBPD1",0,2.11976915910293,0.673,0.062,0,"Mono/Macro","CEBPD"
"CTSD",0,2.09082982117173,0.677,0.077,0,"Mono/Macro","CTSD"
"APLP2",0,2.041011498222,0.786,0.131,0,"Mono/Macro","APLP2"
"LILRB2",0,2.04082117613485,0.668,0.025,0,"Mono/Macro","LILRB2"
"FCGRT1",0,2.04047636577955,0.779,0.106,0,"Mono/Macro","FCGRT"
"LGALS11",0,1.99665613116725,0.958,0.408,0,"Mono/Macro","LGALS1"
"PLBD11",0,1.98382127677987,0.581,0.016,0,"Mono/Macro","PLBD1"
"FPR1",0,1.98296864641641,0.655,0.013,0,"Mono/Macro","FPR1"
"BLVRB1",0,1.97417460970761,0.725,0.077,0,"Mono/Macro","BLVRB"
"NPC21",0,1.95756378718559,0.846,0.273,0,"Mono/Macro","NPC2"
"TNFAIP2",0,1.94976829121028,0.635,0.016,0,"Mono/Macro","TNFAIP2"
"MPEG1",0,1.91621960812437,0.672,0.029,0,"Mono/Macro","MPEG1"
"RNF1301",0,1.89107394739825,0.743,0.093,0,"Mono/Macro","RNF130"
"HCK1",0,1.88210181690012,0.66,0.028,0,"Mono/Macro","HCK"
"DUSP6",0,1.83262151962176,0.542,0.013,0,"Mono/Macro","DUSP6"
"PYCARD1",0,1.83178559476102,0.794,0.204,0,"Mono/Macro","PYCARD"
"CLEC7A",0,1.80119438115743,0.624,0.015,0,"Mono/Macro","CLEC7A"
"SLC11A1",0,1.77421460396311,0.618,0.029,0,"Mono/Macro","SLC11A1"
"CD361",0,1.77400128887661,0.554,0.02,0,"Mono/Macro","CD36"
"CAPG1",0,1.76879824406376,0.682,0.103,0,"Mono/Macro","CAPG"
"RBP7",0,1.76845908472415,0.515,0.003,0,"Mono/Macro","RBP7"
"TALDO12",0,1.76532772542179,0.861,0.313,0,"Mono/Macro","TALDO1"
"CLEC12A",0,1.76222872334619,0.597,0.016,0,"Mono/Macro","CLEC12A"
"GABARAP1",0,1.75671294920667,0.967,0.727,0,"Mono/Macro","GABARAP"
"CPVL1",0,1.74264341897816,0.606,0.019,0,"Mono/Macro","CPVL"
"AP1S21",0,1.74087850756166,0.727,0.163,0,"Mono/Macro","AP1S2"
"CTSB1",0,1.74076014682789,0.739,0.166,0,"Mono/Macro","CTSB"
"LRP1",0,1.71263987013692,0.574,0.014,0,"Mono/Macro","LRP1"
"BRI3",0,1.70835986748588,0.638,0.077,0,"Mono/Macro","BRI3"
"S100A4",0,1.70424152879855,0.998,0.797,0,"Mono/Macro","S100A4"
"PILRA1",0,1.68013469141818,0.575,0.014,0,"Mono/Macro","PILRA"
"SLC7A7",0,1.66596848598646,0.583,0.015,0,"Mono/Macro","SLC7A7"
"VSIR",0,1.65011795865939,0.842,0.338,0,"Mono/Macro","VSIR"
"IFNGR2",0,1.64998775284577,0.652,0.093,0,"Mono/Macro","IFNGR2"
"PGD",0,1.64919524364185,0.679,0.117,0,"Mono/Macro","PGD"
"IGSF61",0,1.62003236750368,0.567,0.023,0,"Mono/Macro","IGSF6"
"LILRA5",0,1.60783249073523,0.534,0.01,0,"Mono/Macro","LILRA5"
"CDA",0,1.60089098904232,0.513,0.004,0,"Mono/Macro","CDA"
"S100A101",0,1.58909665219644,0.952,0.721,0,"Mono/Macro","S100A10"
"VIM1",0,1.57879528108578,0.974,0.746,0,"Mono/Macro","VIM"
"FGR",0,1.57591544366058,0.776,0.197,0,"Mono/Macro","FGR"
"C19orf38",0,1.57330216281594,0.568,0.018,0,"Mono/Macro","C19orf38"
"RAB311",0,1.55609014207311,0.6,0.037,0,"Mono/Macro","RAB31"
"ANXA51",0,1.54906243084824,0.79,0.251,0,"Mono/Macro","ANXA5"
"TIMP12",0,1.54233212115992,0.753,0.224,0,"Mono/Macro","TIMP1"
"FOS1",0,1.53674726378761,0.906,0.359,0,"Mono/Macro","FOS"
"OAZ11",0,1.53333179687314,0.986,0.834,0,"Mono/Macro","OAZ1"
"GSTP11",0,1.53058461372605,0.915,0.55,0,"Mono/Macro","GSTP1"
"JAML1",0,1.51498129707751,0.62,0.091,0,"Mono/Macro","JAML"
"PRAM1",0,1.51217180145964,0.542,0.015,0,"Mono/Macro","PRAM1"
"ANXA21",0,1.50636751491383,0.838,0.341,0,"Mono/Macro","ANXA2"
"ASAH11",0,1.50019306515084,0.739,0.214,0,"Mono/Macro","ASAH1"
"RAC12",0,1.4964485277747,0.816,0.349,0,"Mono/Macro","RAC1"
"CTSZ1",0,1.49565961978196,0.594,0.056,0,"Mono/Macro","CTSZ"
"TBXAS1",0,1.48213595042969,0.558,0.053,0,"Mono/Macro","TBXAS1"
"TGFBI1",0,1.47434165417404,0.501,0.018,0,"Mono/Macro","TGFBI"
"HLA-DRB12",0,1.43789214287011,0.796,0.267,0,"Mono/Macro","HLA-DRB1"
"ATP6V0B1",0,1.42723289574515,0.796,0.307,0,"Mono/Macro","ATP6V0B"
"ALDH21",0,1.41511407585619,0.522,0.04,0,"Mono/Macro","ALDH2"
"AGTRAP",0,1.40701954362068,0.714,0.194,0,"Mono/Macro","AGTRAP"
"GNAI2",0,1.40670818077335,0.798,0.308,0,"Mono/Macro","GNAI2"
"PECAM1",0,1.39804905728409,0.599,0.123,0,"Mono/Macro","PECAM1"
"C1orf1621",0,1.39710441934618,0.763,0.253,0,"Mono/Macro","C1orf162"
"CEBPB",0,1.39215387360306,0.592,0.142,0,"Mono/Macro","CEBPB"
"GRINA",0,1.38138215157464,0.648,0.146,0,"Mono/Macro","GRINA"
"GCA",0,1.3732880243388,0.519,0.055,0,"Mono/Macro","GCA"
"ZNF688",0,1.35000613184252,0.896,0.674,0,"Mono/Macro","ZNF688"
"AP2S11",0,1.34430655557501,0.79,0.307,0,"Mono/Macro","AP2S1"
"ADA2",0,1.34070550410443,0.61,0.13,0,"Mono/Macro","ADA2"
"NUP214",0,1.33857143455633,0.605,0.125,0,"Mono/Macro","NUP214"
"ARID5B",0,1.32009274197213,0.952,0.832,0,"Mono/Macro","ARID5B"
"CPPED11",0,1.31852218610988,0.517,0.046,0,"Mono/Macro","CPPED1"
"LGALS91",0,1.31127731424989,0.607,0.126,0,"Mono/Macro","LGALS9"
"PPT11",0,1.30083113564648,0.61,0.157,0,"Mono/Macro","PPT1"
"CTSH1",0,1.29076637571746,0.574,0.09,0,"Mono/Macro","CTSH"
"SCYL3",0,1.2901911995555,0.783,0.488,0,"Mono/Macro","SCYL3"
"AMFR",0,1.28014972949326,0.914,0.707,0,"Mono/Macro","AMFR"
"CLDN11",0,1.26838857971634,0.755,0.636,0,"Mono/Macro","CLDN11"
"LYN",0,1.2679245222933,0.586,0.108,0,"Mono/Macro","LYN"
"IFI6",0,1.26466432564136,0.607,0.305,0,"Mono/Macro","IFI6"
"TNFRSF1B",0,1.26241655391455,0.668,0.22,0,"Mono/Macro","TNFRSF1B"
"MCL1",0,1.22713655025133,0.75,0.373,0,"Mono/Macro","MCL1"
"ALDOA2",0,1.22593332057847,0.85,0.563,0,"Mono/Macro","ALDOA"
"PRELID11",0,1.22156994647524,0.755,0.401,0,"Mono/Macro","PRELID1"
"LY861",0,1.21708188886891,0.525,0.062,0,"Mono/Macro","LY86"
"C4orf48",0,1.21511824036079,0.602,0.169,0,"Mono/Macro","C4orf48"
"GAPDH1",0,1.19650335230788,0.987,0.915,0,"Mono/Macro","GAPDH"
"GLRX",0,1.19228001683526,0.701,0.259,0,"Mono/Macro","GLRX"
"HSBP1",0,1.1878377715411,0.599,0.14,0,"Mono/Macro","HSBP1"
"AXL",0,1.18563399043719,0.719,0.39,0,"Mono/Macro","AXL"
"TNFSF13B",0,1.1837519515213,0.961,0.79,0,"Mono/Macro","TNFSF13B"
"SYK1",0,1.17464926289355,0.568,0.097,0,"Mono/Macro","SYK"
"MT2A",0,1.16984599462508,0.693,0.387,0,"Mono/Macro","MT2A"
"NINJ1",0,1.16433586772547,0.545,0.151,0,"Mono/Macro","NINJ1"
"IL17RA",0,1.16328868007359,0.551,0.137,0,"Mono/Macro","IL17RA"
"FAM126B",0,1.16203726585983,0.619,0.286,0,"Mono/Macro","FAM126B"
"ODF3B",0,1.1619018780507,0.5,0.079,0,"Mono/Macro","ODF3B"
"H2AFY1",0,1.1539224128376,0.653,0.213,0,"Mono/Macro","H2AFY"
"ATP6V0D1",0,1.15366446304253,0.613,0.166,0,"Mono/Macro","ATP6V0D1"
"POU2F21",0,1.15317185588735,0.562,0.159,0,"Mono/Macro","POU2F2"
"EVI2B",0,1.15290563367464,0.628,0.204,0,"Mono/Macro","EVI2B"
"CRTAP1",0,1.14870963729165,0.566,0.154,0,"Mono/Macro","CRTAP"
"LTA4H",0,1.14257888327728,0.582,0.196,0,"Mono/Macro","LTA4H"
"FKBP1A2",0,1.13743182754914,0.781,0.396,0,"Mono/Macro","FKBP1A"
"SERPINB11",0,1.13168232441045,0.749,0.362,0,"Mono/Macro","SERPINB1"
"PTPRE1",0,1.12948160096532,0.562,0.141,0,"Mono/Macro","PTPRE"
"GNG51",0,1.12894401322776,0.837,0.481,0,"Mono/Macro","GNG5"
"PGLS1",0,1.12027990733704,0.673,0.268,0,"Mono/Macro","PGLS"
"CYBA",0,1.10635261759659,0.935,0.743,0,"Mono/Macro","CYBA"
"HLA-DRA2",0,1.10385651281519,0.896,0.263,0,"Mono/Macro","HLA-DRA"
"THEMIS2",0,1.10022569961356,0.531,0.103,0,"Mono/Macro","THEMIS2"
"SDCBP",0,1.09845767006259,0.632,0.224,0,"Mono/Macro","SDCBP"
"CARD16",0,1.08451084378435,0.745,0.342,0,"Mono/Macro","CARD16"
"LAMTOR4",0,1.08079262145003,0.858,0.524,0,"Mono/Macro","LAMTOR4"
"CNPY31",0,1.07738824658167,0.754,0.347,0,"Mono/Macro","CNPY3"
"RHOG1",0,1.0586647387512,0.796,0.436,0,"Mono/Macro","RHOG"
"TCIRG1",0,1.0534765860292,0.625,0.22,0,"Mono/Macro","TCIRG1"
"LYST",0,1.03964848901868,0.562,0.166,0,"Mono/Macro","LYST"
"MYO1F",0,1.03568953693569,0.712,0.285,0,"Mono/Macro","MYO1F"
"CSTB1",0,1.0199340964117,0.756,0.405,0,"Mono/Macro","CSTB"
"H3F3A1",0,1.01122757275963,0.98,0.896,0,"Mono/Macro","H3F3A"
"NOP10",0,1.00134951131065,0.691,0.311,0,"Mono/Macro","NOP10"
"ARPC1B2",0,0.998745356815566,0.855,0.555,0,"Mono/Macro","ARPC1B"
"VMP1",0,0.995694841907733,0.535,0.164,0,"Mono/Macro","VMP1"
"CAPNS1",0,0.990139941469217,0.534,0.148,0,"Mono/Macro","CAPNS1"
"GRK2",0,0.987775993166309,0.549,0.163,0,"Mono/Macro","GRK2"
"GLUL1",0,0.977322419940504,0.501,0.134,0,"Mono/Macro","GLUL"
"SOD21",0,0.970411018872107,0.563,0.237,0,"Mono/Macro","SOD2"
"SAMHD11",0,0.970376307125829,0.779,0.412,0,"Mono/Macro","SAMHD1"
"ZYX2",0,0.969585886195659,0.769,0.398,0,"Mono/Macro","ZYX"
"DAAM1",0,0.959216785638834,0.735,0.487,0,"Mono/Macro","DAAM1"
"ATP5F1E",0,0.950431172666855,0.99,0.941,0,"Mono/Macro","ATP5F1E"
"SRGN1",0,0.944019833732272,0.929,0.653,0,"Mono/Macro","SRGN"
"ELOB",0,0.935650749764465,0.909,0.686,0,"Mono/Macro","ELOB"
"GNB2",0,0.933118363806354,0.733,0.379,0,"Mono/Macro","GNB2"
"ARRB2",0,0.932878678933726,0.738,0.385,0,"Mono/Macro","ARRB2"
"FMNL1",0,0.921905932972175,0.582,0.212,0,"Mono/Macro","FMNL1"
"PKM2",0,0.921076986601165,0.819,0.521,0,"Mono/Macro","PKM"
"GRB2",0,0.919530190264802,0.705,0.347,0,"Mono/Macro","GRB2"
"SERP1",0,0.912919175652389,0.846,0.6,0,"Mono/Macro","SERP1"
"NF1",0,0.906618385799017,0.595,0.29,0,"Mono/Macro","NF1"
"CASP11",0,0.905046586825588,0.589,0.221,0,"Mono/Macro","CASP1"
"LAMTOR11",0,0.897391204570787,0.724,0.38,0,"Mono/Macro","LAMTOR1"
"ARPC31",0,0.895885433206532,0.947,0.828,0,"Mono/Macro","ARPC3"
"RILPL2",0,0.892487224841638,0.532,0.171,0,"Mono/Macro","RILPL2"
"KAT7",0,0.886040393678997,0.621,0.444,0,"Mono/Macro","KAT7"
"HLA-DMA2",0,0.884330519222589,0.566,0.179,0,"Mono/Macro","HLA-DMA"
"COMT",0,0.8803733071543,0.506,0.157,0,"Mono/Macro","COMT"
"AD000090.1",0,0.877223953962709,0.85,0.814,0,"Mono/Macro","AD000090.1"
"MT-ND4",0,0.873060928286108,0.979,0.904,0,"Mono/Macro","MT-ND4"
"ATP6V0C",0,0.871135473728022,0.732,0.5,0,"Mono/Macro","ATP6V0C"
"GSTO11",0,0.863076540694891,0.592,0.193,0,"Mono/Macro","GSTO1"
"ATP6V1F",0,0.856623677073819,0.717,0.398,0,"Mono/Macro","ATP6V1F"
"SERF21",0,0.847551146473726,0.987,0.951,0,"Mono/Macro","SERF2"
"SMAP2",0,0.840251397670959,0.564,0.231,0,"Mono/Macro","SMAP2"
"RNH11",0,0.831167040035067,0.623,0.293,0,"Mono/Macro","RNH1"
"ATP5MPL1",0,0.831069098527009,0.783,0.49,0,"Mono/Macro","ATP5MPL"
"ZFAND5",0,0.818533237037378,0.504,0.178,0,"Mono/Macro","ZFAND5"
"GLIPR11",0,0.808900764017297,0.613,0.268,0,"Mono/Macro","GLIPR1"
"BNIP3L",0,0.80479967063357,0.547,0.211,0,"Mono/Macro","BNIP3L"
"ZEB2",0,0.800875389026193,0.666,0.283,0,"Mono/Macro","ZEB2"
"ITGB2",0,0.794217111862307,0.927,0.697,0,"Mono/Macro","ITGB2"
